time,gFx,gFy,gFz,
2022-10-12 16:54:12,-0.09,-0.532,-0.654,0.848
2022-10-12 16:54:12,-0.09,-0.532,-0.654,0.848
2022-10-12 16:54:12,-0.145,-0.602,-0.643,0.893
2022-10-12 16:54:12,-0.16,-0.582,-0.682,0.911
2022-10-12 16:54:12,-0.117,-0.519,-0.776,0.941
2022-10-12 16:54:13,-0.024,-0.497,-0.879,1.01
2022-10-12 16:54:13,-0.024,-0.497,-0.879,1.01
2022-10-12 16:54:13,0.032,-0.504,-0.882,1.016
2022-10-12 16:54:13,0.076,-0.521,-0.916,1.057
2022-10-12 16:54:13,0.126,-0.558,-0.926,1.088
2022-10-12 16:54:13,0.145,-0.6,-0.873,1.069
2022-10-12 16:54:13,0.102,-0.612,-0.827,1.034
2022-10-12 16:54:13,0.056,-0.619,-0.808,1.019
2022-10-12 16:54:13,0.039,-0.623,-0.839,1.046
2022-10-12 16:54:13,0.044,-0.621,-0.903,1.097
2022-10-12 16:54:13,0.035,-0.564,-1.034,1.178
2022-10-12 16:54:13,0.035,-0.564,-1.034,1.178
2022-10-12 16:54:13,0.016,-0.547,-1.05,1.184
2022-10-12 16:54:13,0.018,-0.535,-0.998,1.132
2022-10-12 16:54:13,0.018,-0.531,-0.904,1.049
2022-10-12 16:54:13,0.004,-0.55,-0.801,0.972
2022-10-12 16:54:13,0,-0.586,-0.731,0.937
2022-10-12 16:54:13,0.003,-0.611,-0.72,0.944
2022-10-12 16:54:13,0,-0.608,-0.741,0.959
2022-10-12 16:54:13,-0.008,-0.58,-0.775,0.968
2022-10-12 16:54:13,0.051,-0.589,-0.874,1.055
2022-10-12 16:54:13,0.051,-0.589,-0.874,1.055
2022-10-12 16:54:13,0.051,-0.589,-0.874,1.055
2022-10-12 16:54:13,0.07,-0.585,-0.859,1.042
2022-10-12 16:54:13,0.053,-0.575,-0.825,1.007
2022-10-12 16:54:13,0.015,-0.576,-0.819,1.001
2022-10-12 16:54:13,0.023,-0.547,-0.792,0.963
2022-10-12 16:54:13,0.01,-0.547,-0.786,0.958
2022-10-12 16:54:13,0.006,-0.576,-0.814,0.997
2022-10-12 16:54:13,0.03,-0.592,-0.832,1.022
2022-10-12 16:54:13,0.038,-0.597,-0.822,1.017
2022-10-12 16:54:13,0.025,-0.593,-0.79,0.988
2022-10-12 16:54:13,0.025,-0.593,-0.79,0.988
2022-10-12 16:54:13,0.029,-0.583,-0.788,0.981
2022-10-12 16:54:13,0.027,-0.56,-0.783,0.963
2022-10-12 16:54:13,0.023,-0.545,-0.775,0.948
2022-10-12 16:54:13,0.024,-0.516,-0.765,0.923
2022-10-12 16:54:13,0.044,-0.481,-0.74,0.884
2022-10-12 16:54:13,0.083,-0.467,-0.689,0.836
2022-10-12 16:54:13,0.11,-0.49,-0.647,0.819
2022-10-12 16:54:13,-0.046,-0.302,-0.541,0.621
2022-10-12 16:54:13,-0.046,-0.302,-0.541,0.621
2022-10-12 16:54:13,-0.046,-0.302,-0.541,0.621
2022-10-12 16:54:13,-0.126,-0.207,-0.471,0.53
2022-10-12 16:54:13,-0.223,-0.186,-0.466,0.549
2022-10-12 16:54:13,-0.285,-0.239,-0.552,0.666
2022-10-12 16:54:13,-0.181,-0.324,-0.594,0.7
2022-10-12 16:54:13,0.054,-0.355,-0.587,0.688
2022-10-12 16:54:13,0.311,-0.382,-0.577,0.759
2022-10-12 16:54:13,0.38,-0.391,-0.629,0.832
2022-10-12 16:54:13,0.346,-0.254,-0.813,0.919
2022-10-12 16:54:13,0.173,-0.137,-1.034,1.057
2022-10-12 16:54:13,0.173,-0.137,-1.034,1.057
2022-10-12 16:54:13,0.208,-0.138,-0.761,0.801
2022-10-12 16:54:13,0.359,-0.381,-0.467,0.702
2022-10-12 16:54:13,0.455,-0.689,-0.427,0.93
2022-10-12 16:54:13,0.46,-0.792,-0.578,1.083
2022-10-12 16:54:13,0.394,-0.673,-0.753,1.084
2022-10-12 16:54:13,0.293,-0.52,-0.752,0.96
2022-10-12 16:54:13,0.246,-0.462,-0.534,0.748
2022-10-12 16:54:13,0.489,-0.582,-0.428,0.872
2022-10-12 16:54:13,0.489,-0.582,-0.428,0.872
2022-10-12 16:54:13,0.489,-0.582,-0.428,0.872
2022-10-12 16:54:13,0.5,-0.542,-0.67,0.996
2022-10-12 16:54:13,0.555,-0.51,-0.987,1.242
2022-10-12 16:54:13,0.688,-0.592,-1.146,1.462
2022-10-12 16:54:13,0.93,-0.841,-1.196,1.733
2022-10-12 16:54:13,1.128,-0.944,-1.215,1.908
2022-10-12 16:54:13,1.163,-1.026,-1.185,1.952
2022-10-12 16:54:13,1.057,-0.939,-1.04,1.755
2022-10-12 16:54:13,0.748,-0.73,-0.62,1.215
2022-10-12 16:54:13,0.748,-0.73,-0.62,1.215
2022-10-12 16:54:13,0.748,-0.73,-0.62,1.215
2022-10-12 16:54:13,0.632,-0.565,-0.541,1.006
2022-10-12 16:54:13,0.486,-0.417,-0.406,0.758
2022-10-12 16:54:13,0.412,-0.313,-0.362,0.631
2022-10-12 16:54:13,0.4,-0.156,-0.428,0.606
2022-10-12 16:54:13,0.375,0.031,-0.48,0.61
2022-10-12 16:54:13,0.351,0.196,-0.442,0.597
2022-10-12 16:54:13,0.388,0.263,-0.331,0.574
2022-10-12 16:54:13,0.75,0.062,-0.372,0.839
2022-10-12 16:54:13,0.75,0.062,-0.372,0.839
2022-10-12 16:54:13,0.75,0.062,-0.372,0.839
2022-10-12 16:54:13,0.902,-0.059,-0.334,0.964
2022-10-12 16:54:13,0.997,-0.129,-0.237,1.033
2022-10-12 16:54:13,1.059,-0.184,-0.151,1.085
2022-10-12 16:54:13,1.053,-0.229,-0.124,1.085
2022-10-12 16:54:13,1.047,-0.279,-0.154,1.094
2022-10-12 16:54:13,1.069,-0.336,-0.258,1.15
2022-10-12 16:54:13,1.169,-0.405,-0.401,1.301
2022-10-12 16:54:13,1.344,-0.441,-0.479,1.493
2022-10-12 16:54:13,1.344,-0.441,-0.479,1.493
2022-10-12 16:54:13,1.344,-0.441,-0.479,1.493
2022-10-12 16:54:13,1.365,-0.265,-0.824,1.616
2022-10-12 16:54:13,0.997,0.489,-2.748,2.964
2022-10-12 16:54:13,0.982,-0.448,0.693,1.283
2022-10-12 16:54:13,1.526,-0.016,-1.018,1.834
2022-10-12 16:54:13,1.205,-0.202,-0.606,1.364
2022-10-12 16:54:13,1.189,0.045,-0.361,1.243
2022-10-12 16:54:14,1.063,0.23,-0.682,1.284
2022-10-12 16:54:14,0.568,0.86,-0.652,1.22
2022-10-12 16:54:14,0.568,0.86,-0.652,1.22
2022-10-12 16:54:14,0.568,0.86,-0.652,1.22
2022-10-12 16:54:14,0.517,0.772,-0.623,1.119
2022-10-12 16:54:14,0.534,0.546,-0.458,0.891
2022-10-12 16:54:14,0.457,0.629,-0.388,0.869
2022-10-12 16:54:14,0.507,0.582,-0.215,0.801
2022-10-12 16:54:14,0.421,0.301,0.183,0.549
2022-10-12 16:54:14,0.462,0.111,0.141,0.496
2022-10-12 16:54:14,0.726,0.001,0.28,0.778
2022-10-12 16:54:14,0.603,-0.067,-0.056,0.609
2022-10-12 16:54:14,0.603,-0.067,-0.056,0.609
2022-10-12 16:54:14,0.603,-0.067,-0.056,0.609
2022-10-12 16:54:14,0.444,-0.269,-0.035,0.52
2022-10-12 16:54:14,1.301,-0.168,-0.715,1.494
2022-10-12 16:54:14,2.99,0.16,-0.969,3.147
2022-10-12 16:54:14,2.191,0.373,0.709,2.333
2022-10-12 16:54:14,1.818,0.222,-0.72,1.968
2022-10-12 16:54:14,1.09,0.062,0.355,1.148
2022-10-12 16:54:14,0.77,0.045,0.113,0.78
2022-10-12 16:54:14,0.311,0.007,-0.338,0.459
2022-10-12 16:54:14,1.171,-1.045,-0.472,1.639
2022-10-12 16:54:14,1.171,-1.045,-0.472,1.639
2022-10-12 16:54:14,2.055,-1.512,0.06,2.552
2022-10-12 16:54:14,1.73,-1.15,0.151,2.083
2022-10-12 16:54:14,1.035,-0.584,-2.169,2.473
2022-10-12 16:54:14,0.817,-0.375,-0.517,1.037
2022-10-12 16:54:14,0.778,-0.293,0.381,0.914
2022-10-12 16:54:14,0.833,-0.468,-1.34,1.646
2022-10-12 16:54:14,0.691,-0.566,-0.316,0.947
2022-10-12 16:54:14,0.689,-0.45,-0.506,0.966
2022-10-12 16:54:14,0.689,-0.45,-0.506,0.966
2022-10-12 16:54:14,0.689,-0.45,-0.506,0.966
2022-10-12 16:54:14,0.704,-0.448,-0.516,0.981
2022-10-12 16:54:14,0.748,-0.393,-0.532,0.998
2022-10-12 16:54:14,0.779,-0.409,-0.54,1.032
2022-10-12 16:54:14,0.774,-0.391,-0.592,1.05
2022-10-12 16:54:14,0.72,-0.381,-0.537,0.976
2022-10-12 16:54:14,0.728,-0.395,-0.559,0.999
2022-10-12 16:54:14,0.7,-0.416,-0.542,0.978
2022-10-12 16:54:14,0.781,-0.456,-0.583,1.076
2022-10-12 16:54:14,0.781,-0.456,-0.583,1.076
2022-10-12 16:54:14,0.781,-0.456,-0.583,1.076
2022-10-12 16:54:14,0.826,-0.434,-0.571,1.094
2022-10-12 16:54:14,0.788,-0.458,-0.557,1.068
2022-10-12 16:54:14,0.742,-0.465,-0.52,1.018
2022-10-12 16:54:14,0.691,-0.45,-0.48,0.954
2022-10-12 16:54:14,0.661,-0.431,-0.511,0.94
2022-10-12 16:54:14,0.686,-0.378,-0.515,0.937
2022-10-12 16:54:14,0.744,-0.36,-0.562,0.999
2022-10-12 16:54:14,0.748,-0.379,-0.545,1
2022-10-12 16:54:14,0.748,-0.379,-0.545,1
2022-10-12 16:54:14,0.748,-0.379,-0.545,1
2022-10-12 16:54:14,0.713,-0.406,-0.566,0.997
2022-10-12 16:54:14,0.737,-0.426,-0.565,1.022
2022-10-12 16:54:14,0.774,-0.424,-0.55,1.04
2022-10-12 16:54:14,0.76,-0.4,-0.579,1.036
2022-10-12 16:54:14,0.73,-0.378,-0.585,1.009
2022-10-12 16:54:14,0.702,-0.371,-0.6,0.995
2022-10-12 16:54:14,0.726,-0.382,-0.594,1.013
2022-10-12 16:54:14,0.772,-0.405,-0.585,1.05
2022-10-12 16:54:14,0.704,-0.429,-0.569,1.002
2022-10-12 16:54:14,0.704,-0.429,-0.569,1.002
2022-10-12 16:54:14,0.704,-0.429,-0.569,1.002
2022-10-12 16:54:14,0.731,-0.395,-0.541,0.991
2022-10-12 16:54:14,0.797,-0.448,-0.527,1.055
2022-10-12 16:54:14,0.853,-0.448,-0.52,1.095
2022-10-12 16:54:14,0.77,-0.369,-0.497,0.988
2022-10-12 16:54:14,0.641,-0.406,-0.459,0.887
2022-10-12 16:54:14,0.555,-0.502,-0.479,0.889
2022-10-12 16:54:14,0.665,-0.426,-0.462,0.915
2022-10-12 16:54:14,0.825,-0.357,-0.514,1.036
2022-10-12 16:54:14,0.825,-0.357,-0.514,1.036
2022-10-12 16:54:14,0.748,-0.467,-0.568,1.049
2022-10-12 16:54:14,0.769,-0.545,-0.632,1.135
2022-10-12 16:54:14,0.802,-0.599,-0.585,1.159
2022-10-12 16:54:14,0.706,-0.553,-0.662,1.115
2022-10-12 16:54:14,0.677,-0.555,-0.638,1.083
2022-10-12 16:54:14,0.664,-0.486,-0.618,1.029
2022-10-12 16:54:14,0.629,-0.435,-0.606,0.976
2022-10-12 16:54:14,0.656,-0.439,-0.599,0.991
2022-10-12 16:54:14,0.549,-0.317,-0.476,0.793
2022-10-12 16:54:14,0.549,-0.317,-0.476,0.793
2022-10-12 16:54:14,0.773,-0.423,-0.438,0.984
2022-10-12 16:54:14,0.87,-0.465,-0.421,1.073
2022-10-12 16:54:14,0.842,-0.461,-0.395,1.038
2022-10-12 16:54:14,0.725,-0.39,-0.34,0.891
2022-10-12 16:54:14,0.679,-0.357,-0.379,0.856
2022-10-12 16:54:14,0.64,-0.431,-0.627,0.994
2022-10-12 16:54:14,0.771,-0.558,-0.673,1.166
2022-10-12 16:54:14,0.83,-0.438,-0.35,1.002
2022-10-12 16:54:14,0.8,-0.53,-0.558,1.11
2022-10-12 16:54:14,0.798,-0.52,-0.499,1.075
2022-10-12 16:54:14,0.798,-0.52,-0.499,1.075
2022-10-12 16:54:14,0.883,-0.654,-0.552,1.23
2022-10-12 16:54:14,0.883,-0.654,-0.552,1.23
2022-10-12 16:54:14,0.858,-0.585,-0.517,1.16
2022-10-12 16:54:14,0.613,-0.416,-0.544,0.919
2022-10-12 16:54:15,0.511,-0.425,-0.57,0.876
2022-10-12 16:54:15,0.517,-0.446,-0.568,0.888
2022-10-12 16:54:15,0.595,-0.396,-0.612,0.941
2022-10-12 16:54:15,0.595,-0.396,-0.612,0.941
2022-10-12 16:54:15,0.595,-0.396,-0.612,0.941
2022-10-12 16:54:15,0.594,-0.388,-0.566,0.908
2022-10-12 16:54:15,0.657,-0.429,-0.615,0.997
2022-10-12 16:54:15,0.693,-0.518,-0.608,1.057
2022-10-12 16:54:15,0.678,-0.543,-0.539,1.022
2022-10-12 16:54:15,0.701,-0.538,-0.533,1.032
2022-10-12 16:54:15,0.793,-0.576,-0.538,1.118
2022-10-12 16:54:15,0.833,-0.588,-0.494,1.133
2022-10-12 16:54:15,0.684,-0.464,-0.503,0.968
2022-10-12 16:54:15,0.684,-0.464,-0.503,0.968
2022-10-12 16:54:15,0.684,-0.464,-0.503,0.968
2022-10-12 16:54:15,0.679,-0.471,-0.514,0.973
2022-10-12 16:54:15,0.664,-0.46,-0.508,0.954
2022-10-12 16:54:15,0.697,-0.459,-0.496,0.971
2022-10-12 16:54:15,0.692,-0.447,-0.499,0.963
2022-10-12 16:54:15,0.709,-0.446,-0.491,0.971
2022-10-12 16:54:15,0.718,-0.47,-0.495,0.991
2022-10-12 16:54:15,0.694,-0.473,-0.537,0.997
2022-10-12 16:54:15,0.718,-0.445,-0.566,1.017
2022-10-12 16:54:15,0.719,-0.48,-0.54,1.019
2022-10-12 16:54:15,0.719,-0.48,-0.54,1.019
2022-10-12 16:54:15,0.729,-0.499,-0.535,1.033
2022-10-12 16:54:15,0.733,-0.483,-0.504,1.012
2022-10-12 16:54:15,0.727,-0.478,-0.504,1.005
2022-10-12 16:54:15,0.696,-0.465,-0.516,0.983
2022-10-12 16:54:15,0.67,-0.463,-0.512,0.962
2022-10-12 16:54:15,0.666,-0.468,-0.522,0.967
2022-10-12 16:54:15,0.676,-0.461,-0.518,0.968
2022-10-12 16:54:15,0.762,-0.518,-0.53,1.063
2022-10-12 16:54:15,0.762,-0.518,-0.53,1.063
2022-10-12 16:54:15,0.762,-0.518,-0.53,1.063
2022-10-12 16:54:15,0.759,-0.517,-0.517,1.054
2022-10-12 16:54:15,0.752,-0.505,-0.52,1.044
2022-10-12 16:54:15,0.721,-0.498,-0.522,1.02
2022-10-12 16:54:15,0.664,-0.496,-0.527,0.982
2022-10-12 16:54:15,0.639,-0.495,-0.544,0.974
2022-10-12 16:54:15,0.679,-0.473,-0.535,0.985
2022-10-12 16:54:15,0.731,-0.456,-0.515,1.004
2022-10-12 16:54:15,0.723,-0.46,-0.528,1.007
2022-10-12 16:54:15,0.723,-0.46,-0.528,1.007
2022-10-12 16:54:15,0.723,-0.46,-0.528,1.007
2022-10-12 16:54:15,0.728,-0.463,-0.52,1.007
2022-10-12 16:54:15,0.732,-0.47,-0.511,1.009
2022-10-12 16:54:15,0.733,-0.49,-0.531,1.029
2022-10-12 16:54:15,0.731,-0.488,-0.533,1.028
2022-10-12 16:54:15,0.718,-0.476,-0.536,1.015
2022-10-12 16:54:15,0.689,-0.462,-0.543,0.991
2022-10-12 16:54:15,0.663,-0.461,-0.549,0.976
2022-10-12 16:54:15,0.658,-0.454,-0.54,0.965
2022-10-12 16:54:15,0.675,-0.471,-0.551,0.99
2022-10-12 16:54:15,0.675,-0.471,-0.551,0.99
2022-10-12 16:54:15,0.703,-0.479,-0.545,1.01
2022-10-12 16:54:15,0.741,-0.492,-0.546,1.044
2022-10-12 16:54:15,0.773,-0.505,-0.54,1.07
2022-10-12 16:54:15,0.776,-0.506,-0.538,1.071
2022-10-12 16:54:15,0.759,-0.529,-0.548,1.075
2022-10-12 16:54:15,0.723,-0.544,-0.54,1.054
2022-10-12 16:54:15,0.58,-0.463,-0.542,0.919
2022-10-12 16:54:15,0.545,-0.436,-0.619,0.933
2022-10-12 16:54:15,0.604,-0.454,-0.561,0.941
2022-10-12 16:54:15,0.604,-0.454,-0.561,0.941
2022-10-12 16:54:15,0.628,-0.447,-0.557,0.951
2022-10-12 16:54:15,0.646,-0.433,-0.531,0.942
2022-10-12 16:54:15,0.752,-0.437,-0.54,1.024
2022-10-12 16:54:15,0.855,-0.518,-0.588,1.16
2022-10-12 16:54:15,0.816,-0.638,-0.538,1.167
2022-10-12 16:54:15,0.706,-0.572,-0.579,1.077
2022-10-12 16:54:15,0.577,-0.51,-0.638,1
2022-10-12 16:54:15,0.491,-0.503,-0.61,0.931
2022-10-12 16:54:15,0.648,-0.556,-0.537,1.009
2022-10-12 16:54:15,0.648,-0.556,-0.537,1.009
2022-10-12 16:54:15,0.679,-0.466,-0.507,0.967
2022-10-12 16:54:15,0.746,-0.447,-0.511,1.009
2022-10-12 16:54:15,0.795,-0.555,-0.415,1.055
2022-10-12 16:54:15,0.728,-0.539,-0.442,1.008
2022-10-12 16:54:15,0.675,-0.536,-0.501,0.997
2022-10-12 16:54:15,0.716,-0.598,-0.481,1.05
2022-10-12 16:54:15,0.749,-0.606,-0.448,1.063
2022-10-12 16:54:15,0.825,-0.639,-0.451,1.137
2022-10-12 16:54:15,0.825,-0.639,-0.451,1.137
2022-10-12 16:54:15,0.825,-0.639,-0.451,1.137
2022-10-12 16:54:15,0.774,-0.59,-0.448,1.071
2022-10-12 16:54:15,0.706,-0.506,-0.447,0.977
2022-10-12 16:54:15,0.754,-0.526,-0.541,1.067
2022-10-12 16:54:15,0.732,-0.497,-0.558,1.046
2022-10-12 16:54:15,0.65,-0.478,-0.505,0.952
2022-10-12 16:54:15,0.578,-0.455,-0.517,0.899
2022-10-12 16:54:15,0.605,-0.424,-0.528,0.908
2022-10-12 16:54:15,0.533,-0.491,-0.473,0.865
2022-10-12 16:54:15,0.533,-0.491,-0.473,0.865
2022-10-12 16:54:15,0.533,-0.491,-0.473,0.865
2022-10-12 16:54:15,0.56,-0.536,-0.492,0.918
2022-10-12 16:54:15,0.669,-0.615,-0.478,1.027
2022-10-12 16:54:15,0.722,-0.65,-0.45,1.071
2022-10-12 16:54:15,0.769,-0.647,-0.425,1.091
2022-10-12 16:54:16,0.784,-0.639,-0.39,1.084
2022-10-12 16:54:16,0.785,-0.631,-0.395,1.082
2022-10-12 16:54:16,0.736,-0.58,-0.413,1.024
2022-10-12 16:54:16,0.737,-0.64,-0.495,1.094
2022-10-12 16:54:16,0.737,-0.64,-0.495,1.094
2022-10-12 16:54:16,0.737,-0.64,-0.495,1.094
2022-10-12 16:54:16,0.673,-0.599,-0.505,1.033
2022-10-12 16:54:16,0.661,-0.573,-0.51,1.013
2022-10-12 16:54:16,0.582,-0.56,-0.51,0.955
2022-10-12 16:54:16,0.562,-0.525,-0.519,0.928
2022-10-12 16:54:16,0.63,-0.585,-0.566,1.029
2022-10-12 16:54:16,0.665,-0.623,-0.544,1.061
2022-10-12 16:54:16,0.664,-0.584,-0.533,1.032
2022-10-12 16:54:16,0.585,-0.511,-0.489,0.918
2022-10-12 16:54:16,0.464,-0.552,-0.48,0.866
2022-10-12 16:54:16,0.464,-0.552,-0.48,0.866
2022-10-12 16:54:16,0.527,-0.631,-0.499,0.962
2022-10-12 16:54:16,0.581,-0.709,-0.472,1.031
2022-10-12 16:54:16,0.539,-0.708,-0.435,0.99
2022-10-12 16:54:16,0.456,-0.608,-0.438,0.877
2022-10-12 16:54:16,0.519,-0.622,-0.435,0.919
2022-10-12 16:54:16,0.673,-0.685,-0.473,1.07
2022-10-12 16:54:16,0.782,-0.718,-0.508,1.177
2022-10-12 16:54:16,0.763,-0.678,-0.532,1.151
2022-10-12 16:54:16,0.763,-0.678,-0.532,1.151
2022-10-12 16:54:16,0.763,-0.678,-0.532,1.151
2022-10-12 16:54:16,0.72,-0.616,-0.545,1.093
2022-10-12 16:54:16,0.677,-0.606,-0.503,1.039
2022-10-12 16:54:16,0.795,-0.643,-0.548,1.16
2022-10-12 16:54:16,0.774,-0.564,-0.551,1.105
2022-10-12 16:54:16,0.721,-0.521,-0.519,1.03
2022-10-12 16:54:16,0.687,-0.441,-0.499,0.957
2022-10-12 16:54:16,0.659,-0.414,-0.538,0.946
2022-10-12 16:54:16,0.528,-0.54,-0.43,0.869
2022-10-12 16:54:16,0.528,-0.54,-0.43,0.869
2022-10-12 16:54:16,0.528,-0.54,-0.43,0.869
2022-10-12 16:54:16,0.657,-0.482,-0.497,0.954
2022-10-12 16:54:16,0.724,-0.451,-0.537,1.008
2022-10-12 16:54:16,0.75,-0.557,-0.455,1.039
2022-10-12 16:54:16,0.625,-0.602,-0.482,0.993
2022-10-12 16:54:16,0.637,-0.587,-0.571,1.037
2022-10-12 16:54:16,0.706,-0.606,-0.549,1.08
2022-10-12 16:54:16,0.715,-0.557,-0.478,1.025
2022-10-12 16:54:16,0.683,-0.449,-0.495,0.956
2022-10-12 16:54:16,0.683,-0.449,-0.495,0.956
2022-10-12 16:54:16,0.683,-0.449,-0.495,0.956
2022-10-12 16:54:16,0.605,-0.458,-0.502,0.91
2022-10-12 16:54:16,0.549,-0.443,-0.536,0.886
2022-10-12 16:54:16,0.557,-0.466,-0.515,0.89
2022-10-12 16:54:16,0.579,-0.469,-0.506,0.901
2022-10-12 16:54:16,0.595,-0.454,-0.507,0.904
2022-10-12 16:54:16,0.65,-0.472,-0.516,0.955
2022-10-12 16:54:16,0.664,-0.526,-0.506,0.987
2022-10-12 16:54:16,0.876,-0.515,-0.501,1.133
2022-10-12 16:54:16,0.876,-0.515,-0.501,1.133
2022-10-12 16:54:16,0.876,-0.515,-0.501,1.133
2022-10-12 16:54:16,0.815,-0.445,-0.476,1.043
2022-10-12 16:54:16,0.736,-0.471,-0.467,0.991
2022-10-12 16:54:16,0.685,-0.525,-0.475,0.985
2022-10-12 16:54:16,0.769,-0.56,-0.502,1.076
2022-10-12 16:54:16,0.803,-0.529,-0.512,1.089
2022-10-12 16:54:16,0.718,-0.488,-0.486,0.995
2022-10-12 16:54:16,0.626,-0.427,-0.497,0.906
2022-10-12 16:54:16,0.649,-0.356,-0.491,0.888
2022-10-12 16:54:16,0.649,-0.356,-0.491,0.888
2022-10-12 16:54:16,0.649,-0.356,-0.491,0.888
2022-10-12 16:54:16,0.704,-0.429,-0.507,0.968
2022-10-12 16:54:16,0.685,-0.464,-0.536,0.986
2022-10-12 16:54:16,0.679,-0.509,-0.538,1.005
2022-10-12 16:54:16,0.68,-0.559,-0.534,1.03
2022-10-12 16:54:16,0.551,-0.5,-0.582,0.945
2022-10-12 16:54:16,0.692,-0.582,-0.572,1.07
2022-10-12 16:54:16,0.786,-0.667,-0.56,1.173
2022-10-12 16:54:16,0.615,-0.558,-0.55,0.996
2022-10-12 16:54:16,0.615,-0.558,-0.55,0.996
2022-10-12 16:54:16,0.615,-0.558,-0.55,0.996
2022-10-12 16:54:16,0.636,-0.58,-0.547,1.02
2022-10-12 16:54:16,0.624,-0.605,-0.543,1.025
2022-10-12 16:54:16,0.6,-0.626,-0.541,1.022
2022-10-12 16:54:16,0.58,-0.641,-0.527,1.012
2022-10-12 16:54:16,0.525,-0.655,-0.54,0.998
2022-10-12 16:54:16,0.525,-0.657,-0.57,1.016
2022-10-12 16:54:16,0.64,-0.662,-0.534,1.064
2022-10-12 16:54:16,0.586,-0.674,-0.523,1.035
2022-10-12 16:54:16,0.45,-0.608,-0.539,0.929
2022-10-12 16:54:16,0.45,-0.608,-0.539,0.929
2022-10-12 16:54:16,0.383,-0.573,-0.58,0.901
2022-10-12 16:54:16,0.376,-0.556,-0.57,0.881
2022-10-12 16:54:16,0.503,-0.587,-0.522,0.933
2022-10-12 16:54:16,0.556,-0.581,-0.486,0.94
2022-10-12 16:54:16,0.669,-0.652,-0.544,1.081
2022-10-12 16:54:16,0.782,-0.627,-0.59,1.163
2022-10-12 16:54:16,0.898,-0.59,-0.618,1.24
2022-10-12 16:54:16,0.901,-0.593,-0.577,1.223
2022-10-12 16:54:16,0.727,-0.639,-0.551,1.114
2022-10-12 16:54:16,0.727,-0.639,-0.551,1.114
2022-10-12 16:54:16,0.75,-0.62,-0.526,1.106
2022-10-12 16:54:16,0.633,-0.568,-0.53,1.002
2022-10-12 16:54:16,0.62,-0.518,-0.548,0.976
2022-10-12 16:54:16,0.689,-0.506,-0.564,1.024
2022-10-12 16:54:17,0.761,-0.515,-0.583,1.088
2022-10-12 16:54:17,0.8,-0.499,-0.562,1.098
2022-10-12 16:54:17,0.767,-0.462,-0.571,1.062
2022-10-12 16:54:17,0.632,-0.474,-0.518,0.945
2022-10-12 16:54:17,0.508,-0.555,-0.504,0.906
2022-10-12 16:54:17,0.508,-0.555,-0.504,0.906
2022-10-12 16:54:17,0.555,-0.555,-0.525,0.944
2022-10-12 16:54:17,0.554,-0.534,-0.524,0.931
2022-10-12 16:54:17,0.593,-0.522,-0.549,0.962
2022-10-12 16:54:17,0.617,-0.501,-0.56,0.972
2022-10-12 16:54:17,0.634,-0.496,-0.571,0.987
2022-10-12 16:54:17,0.623,-0.535,-0.541,0.983
2022-10-12 16:54:17,0.602,-0.529,-0.564,0.98
2022-10-12 16:54:17,0.64,-0.562,-0.574,1.027
2022-10-12 16:54:17,0.64,-0.562,-0.574,1.027
2022-10-12 16:54:17,0.64,-0.562,-0.574,1.027
2022-10-12 16:54:17,0.72,-0.538,-0.581,1.07
2022-10-12 16:54:17,0.736,-0.526,-0.595,1.083
2022-10-12 16:54:17,0.694,-0.547,-0.57,1.052
2022-10-12 16:54:17,0.571,-0.585,-0.578,1.001
2022-10-12 16:54:17,0.507,-0.55,-0.53,0.917
2022-10-12 16:54:17,0.545,-0.478,-0.581,0.929
2022-10-12 16:54:17,0.557,-0.396,-0.634,0.932
2022-10-12 16:54:17,0.621,-0.274,-0.643,0.935
2022-10-12 16:54:17,0.621,-0.274,-0.643,0.935
2022-10-12 16:54:17,0.621,-0.274,-0.643,0.935
2022-10-12 16:54:17,0.651,-0.439,-0.577,0.974
2022-10-12 16:54:17,0.766,-0.55,-0.543,1.088
2022-10-12 16:54:17,0.826,-0.625,-0.505,1.152
2022-10-12 16:54:17,0.944,-0.625,-0.522,1.247
2022-10-12 16:54:17,1.003,-0.556,-0.572,1.282
2022-10-12 16:54:17,0.786,-0.537,-0.643,1.149
2022-10-12 16:54:17,0.51,-0.555,-0.616,0.973
2022-10-12 16:54:17,0.627,-0.417,-0.553,0.934
2022-10-12 16:54:17,0.627,-0.417,-0.553,0.934
2022-10-12 16:54:17,0.627,-0.417,-0.553,0.934
2022-10-12 16:54:17,0.625,-0.36,-0.565,0.916
2022-10-12 16:54:17,0.618,-0.338,-0.572,0.907
2022-10-12 16:54:17,0.595,-0.299,-0.565,0.873
2022-10-12 16:54:17,0.643,-0.282,-0.557,0.896
2022-10-12 16:54:17,0.712,-0.344,-0.547,0.962
2022-10-12 16:54:17,0.739,-0.463,-0.589,1.052
2022-10-12 16:54:17,0.752,-0.528,-0.603,1.099
2022-10-12 16:54:17,0.653,-0.531,-0.604,1.036
2022-10-12 16:54:17,0.653,-0.531,-0.604,1.036
2022-10-12 16:54:17,0.653,-0.531,-0.604,1.036
2022-10-12 16:54:17,0.625,-0.493,-0.59,0.991
2022-10-12 16:54:17,0.622,-0.47,-0.59,0.978
2022-10-12 16:54:17,0.647,-0.475,-0.55,0.973
2022-10-12 16:54:17,0.678,-0.462,-0.536,0.98
